Step,AgentID,State,Stand,Type
318,A1,DEPARTED,C30,PLB
318,A2,DEPARTED,C31,PLB
318,A3,DEPARTED,C32,PLB
318,A4,DEPARTED,C33,PLB
318,A5,DEPARTED,C30,PLB
318,A6,DEPARTED,C31,PLB
318,A7,DEPARTED,C30,PLB
318,A8,DEPARTED,C31,PLB
318,A9,DEPARTED,C32,PLB
318,A10,DEPARTED,C30,PLB
319,A1,DEPARTED,C30,PLB
319,A2,DEPARTED,C31,PLB
319,A3,DEPARTED,C32,PLB
319,A4,DEPARTED,C33,PLB
319,A5,DEPARTED,C30,PLB
319,A6,DEPARTED,C31,PLB
319,A7,DEPARTED,C30,PLB
319,A8,DEPARTED,C31,PLB
319,A9,DEPARTED,C32,PLB
319,A10,DEPARTED,C30,PLB
320,A1,DEPARTED,C30,PLB
320,A2,DEPARTED,C31,PLB
320,A3,DEPARTED,C32,PLB
320,A4,DEPARTED,C33,PLB
320,A5,DEPARTED,C30,PLB
320,A6,DEPARTED,C31,PLB
320,A7,DEPARTED,C30,PLB
320,A8,DEPARTED,C31,PLB
320,A9,DEPARTED,C32,PLB
320,A10,DEPARTED,C30,PLB
321,A1,DEPARTED,C30,PLB
321,A2,DEPARTED,C31,PLB
321,A3,DEPARTED,C32,PLB
321,A4,DEPARTED,C33,PLB
321,A5,DEPARTED,C30,PLB
321,A6,DEPARTED,C31,PLB
321,A7,DEPARTED,C30,PLB
321,A8,DEPARTED,C31,PLB
321,A9,DEPARTED,C32,PLB
321,A10,DEPARTED,C30,PLB
322,A1,DEPARTED,C30,PLB
322,A2,DEPARTED,C31,PLB
322,A3,DEPARTED,C32,PLB
322,A4,DEPARTED,C33,PLB
322,A5,DEPARTED,C30,PLB
322,A6,DEPARTED,C31,PLB
322,A7,DEPARTED,C30,PLB
322,A8,DEPARTED,C31,PLB
322,A9,DEPARTED,C32,PLB
322,A10,DEPARTED,C30,PLB
323,A1,DEPARTED,C30,PLB
323,A2,DEPARTED,C31,PLB
323,A3,DEPARTED,C32,PLB
323,A4,DEPARTED,C33,PLB
323,A5,DEPARTED,C30,PLB
323,A6,DEPARTED,C31,PLB
323,A7,DEPARTED,C30,PLB
323,A8,DEPARTED,C31,PLB
323,A9,DEPARTED,C32,PLB
323,A10,DEPARTED,C30,PLB
324,A1,DEPARTED,C30,PLB
324,A2,DEPARTED,C31,PLB
324,A3,DEPARTED,C32,PLB
324,A4,DEPARTED,C33,PLB
324,A5,DEPARTED,C30,PLB
324,A6,DEPARTED,C31,PLB
324,A7,DEPARTED,C30,PLB
324,A8,DEPARTED,C31,PLB
324,A9,DEPARTED,C32,PLB
324,A10,DEPARTED,C30,PLB
325,A1,DEPARTED,C30,PLB
325,A2,DEPARTED,C31,PLB
325,A3,DEPARTED,C32,PLB
325,A4,DEPARTED,C33,PLB
325,A5,DEPARTED,C30,PLB
325,A6,DEPARTED,C31,PLB
325,A7,DEPARTED,C30,PLB
325,A8,DEPARTED,C31,PLB
325,A9,DEPARTED,C32,PLB
325,A10,DEPARTED,C30,PLB
326,A1,DEPARTED,C30,PLB
326,A2,DEPARTED,C31,PLB
326,A3,DEPARTED,C32,PLB
326,A4,DEPARTED,C33,PLB
326,A5,DEPARTED,C30,PLB
326,A6,DEPARTED,C31,PLB
326,A7,DEPARTED,C30,PLB
326,A8,DEPARTED,C31,PLB
326,A9,DEPARTED,C32,PLB
326,A10,DEPARTED,C30,PLB
327,A1,DEPARTED,C30,PLB
327,A2,DEPARTED,C31,PLB
327,A3,DEPARTED,C32,PLB
327,A4,DEPARTED,C33,PLB
327,A5,DEPARTED,C30,PLB
327,A6,DEPARTED,C31,PLB
327,A7,DEPARTED,C30,PLB
327,A8,DEPARTED,C31,PLB
327,A9,DEPARTED,C32,PLB
327,A10,DEPARTED,C30,PLB
328,A1,DEPARTED,C30,PLB
328,A2,DEPARTED,C31,PLB
328,A3,DEPARTED,C32,PLB
328,A4,DEPARTED,C33,PLB
328,A5,DEPARTED,C30,PLB
328,A6,DEPARTED,C31,PLB
328,A7,DEPARTED,C30,PLB
328,A8,DEPARTED,C31,PLB
328,A9,DEPARTED,C32,PLB
328,A10,DEPARTED,C30,PLB
329,A1,DEPARTED,C30,PLB
329,A2,DEPARTED,C31,PLB
329,A3,DEPARTED,C32,PLB
329,A4,DEPARTED,C33,PLB
329,A5,DEPARTED,C30,PLB
329,A6,DEPARTED,C31,PLB
329,A7,DEPARTED,C30,PLB
329,A8,DEPARTED,C31,PLB
329,A9,DEPARTED,C32,PLB
329,A10,DEPARTED,C30,PLB
330,A1,DEPARTED,C30,PLB
330,A2,DEPARTED,C31,PLB
330,A3,DEPARTED,C32,PLB
330,A4,DEPARTED,C33,PLB
330,A5,DEPARTED,C30,PLB
330,A6,DEPARTED,C31,PLB
330,A7,DEPARTED,C30,PLB
330,A8,DEPARTED,C31,PLB
330,A9,DEPARTED,C32,PLB
330,A10,DEPARTED,C30,PLB
331,A1,DEPARTED,C30,PLB
331,A2,DEPARTED,C31,PLB
331,A3,DEPARTED,C32,PLB
331,A4,DEPARTED,C33,PLB
331,A5,DEPARTED,C30,PLB
331,A6,DEPARTED,C31,PLB
331,A7,DEPARTED,C30,PLB
331,A8,DEPARTED,C31,PLB
331,A9,DEPARTED,C32,PLB
331,A10,DEPARTED,C30,PLB
332,A1,DEPARTED,C30,PLB
332,A2,DEPARTED,C31,PLB
332,A3,DEPARTED,C32,PLB
332,A4,DEPARTED,C33,PLB
332,A5,DEPARTED,C30,PLB
332,A6,DEPARTED,C31,PLB
332,A7,DEPARTED,C30,PLB
332,A8,DEPARTED,C31,PLB
332,A9,DEPARTED,C32,PLB
332,A10,DEPARTED,C30,PLB
333,A1,DEPARTED,C30,PLB
333,A2,DEPARTED,C31,PLB
333,A3,DEPARTED,C32,PLB
333,A4,DEPARTED,C33,PLB
333,A5,DEPARTED,C30,PLB
333,A6,DEPARTED,C31,PLB
333,A7,DEPARTED,C30,PLB
333,A8,DEPARTED,C31,PLB
333,A9,DEPARTED,C32,PLB
333,A10,DEPARTED,C30,PLB
334,A1,DEPARTED,C30,PLB
334,A2,DEPARTED,C31,PLB
334,A3,DEPARTED,C32,PLB
334,A4,DEPARTED,C33,PLB
334,A5,DEPARTED,C30,PLB
334,A6,DEPARTED,C31,PLB
334,A7,DEPARTED,C30,PLB
334,A8,DEPARTED,C31,PLB
334,A9,DEPARTED,C32,PLB
334,A10,DEPARTED,C30,PLB
335,A1,DEPARTED,C30,PLB
335,A2,DEPARTED,C31,PLB
335,A3,DEPARTED,C32,PLB
335,A4,DEPARTED,C33,PLB
335,A5,DEPARTED,C30,PLB
335,A6,DEPARTED,C31,PLB
335,A7,DEPARTED,C30,PLB
335,A8,DEPARTED,C31,PLB
335,A9,DEPARTED,C32,PLB
335,A10,DEPARTED,C30,PLB
336,A1,DEPARTED,C30,PLB
336,A2,DEPARTED,C31,PLB
336,A3,DEPARTED,C32,PLB
336,A4,DEPARTED,C33,PLB
336,A5,DEPARTED,C30,PLB
336,A6,DEPARTED,C31,PLB
336,A7,DEPARTED,C30,PLB
336,A8,DEPARTED,C31,PLB
336,A9,DEPARTED,C32,PLB
336,A10,DEPARTED,C30,PLB
337,A1,DEPARTED,C30,PLB
337,A2,DEPARTED,C31,PLB
337,A3,DEPARTED,C32,PLB
337,A4,DEPARTED,C33,PLB
337,A5,DEPARTED,C30,PLB
337,A6,DEPARTED,C31,PLB
337,A7,DEPARTED,C30,PLB
337,A8,DEPARTED,C31,PLB
337,A9,DEPARTED,C32,PLB
337,A10,DEPARTED,C30,PLB
338,A1,DEPARTED,C30,PLB
338,A2,DEPARTED,C31,PLB
338,A3,DEPARTED,C32,PLB
338,A4,DEPARTED,C33,PLB
338,A5,DEPARTED,C30,PLB
338,A6,DEPARTED,C31,PLB
338,A7,DEPARTED,C30,PLB
338,A8,DEPARTED,C31,PLB
338,A9,DEPARTED,C32,PLB
338,A10,DEPARTED,C30,PLB
339,A1,DEPARTED,C30,PLB
339,A2,DEPARTED,C31,PLB
339,A3,DEPARTED,C32,PLB
339,A4,DEPARTED,C33,PLB
339,A5,DEPARTED,C30,PLB
339,A6,DEPARTED,C31,PLB
339,A7,DEPARTED,C30,PLB
339,A8,DEPARTED,C31,PLB
339,A9,DEPARTED,C32,PLB
339,A10,DEPARTED,C30,PLB
340,A1,DEPARTED,C30,PLB
340,A2,DEPARTED,C31,PLB
340,A3,DEPARTED,C32,PLB
340,A4,DEPARTED,C33,PLB
340,A5,DEPARTED,C30,PLB
340,A6,DEPARTED,C31,PLB
340,A7,DEPARTED,C30,PLB
340,A8,DEPARTED,C31,PLB
340,A9,DEPARTED,C32,PLB
340,A10,DEPARTED,C30,PLB
341,A1,DEPARTED,C30,PLB
341,A2,DEPARTED,C31,PLB
341,A3,DEPARTED,C32,PLB
341,A4,DEPARTED,C33,PLB
341,A5,DEPARTED,C30,PLB
341,A6,DEPARTED,C31,PLB
341,A7,DEPARTED,C30,PLB
341,A8,DEPARTED,C31,PLB
341,A9,DEPARTED,C32,PLB
341,A10,DEPARTED,C30,PLB
342,A1,DEPARTED,C30,PLB
342,A2,DEPARTED,C31,PLB
342,A3,DEPARTED,C32,PLB
342,A4,DEPARTED,C33,PLB
342,A5,DEPARTED,C30,PLB
342,A6,DEPARTED,C31,PLB
342,A7,DEPARTED,C30,PLB
342,A8,DEPARTED,C31,PLB
342,A9,DEPARTED,C32,PLB
342,A10,DEPARTED,C30,PLB
343,A1,DEPARTED,C30,PLB
343,A2,DEPARTED,C31,PLB
343,A3,DEPARTED,C32,PLB
343,A4,DEPARTED,C33,PLB
343,A5,DEPARTED,C30,PLB
343,A6,DEPARTED,C31,PLB
343,A7,DEPARTED,C30,PLB
343,A8,DEPARTED,C31,PLB
343,A9,DEPARTED,C32,PLB
343,A10,DEPARTED,C30,PLB
344,A1,DEPARTED,C30,PLB
344,A2,DEPARTED,C31,PLB
344,A3,DEPARTED,C32,PLB
344,A4,DEPARTED,C33,PLB
344,A5,DEPARTED,C30,PLB
344,A6,DEPARTED,C31,PLB
344,A7,DEPARTED,C30,PLB
344,A8,DEPARTED,C31,PLB
344,A9,DEPARTED,C32,PLB
344,A10,DEPARTED,C30,PLB
345,A1,DEPARTED,C30,PLB
345,A2,DEPARTED,C31,PLB
345,A3,DEPARTED,C32,PLB
345,A4,DEPARTED,C33,PLB
345,A5,DEPARTED,C30,PLB
345,A6,DEPARTED,C31,PLB
345,A7,DEPARTED,C30,PLB
345,A8,DEPARTED,C31,PLB
345,A9,DEPARTED,C32,PLB
345,A10,DEPARTED,C30,PLB
346,A1,DEPARTED,C30,PLB
346,A2,DEPARTED,C31,PLB
346,A3,DEPARTED,C32,PLB
346,A4,DEPARTED,C33,PLB
346,A5,DEPARTED,C30,PLB
346,A6,DEPARTED,C31,PLB
346,A7,DEPARTED,C30,PLB
346,A8,DEPARTED,C31,PLB
346,A9,DEPARTED,C32,PLB
346,A10,DEPARTED,C30,PLB
347,A1,DEPARTED,C30,PLB
347,A2,DEPARTED,C31,PLB
347,A3,DEPARTED,C32,PLB
347,A4,DEPARTED,C33,PLB
347,A5,DEPARTED,C30,PLB
347,A6,DEPARTED,C31,PLB
347,A7,DEPARTED,C30,PLB
347,A8,DEPARTED,C31,PLB
347,A9,DEPARTED,C32,PLB
347,A10,DEPARTED,C30,PLB
348,A1,DEPARTED,C30,PLB
348,A2,DEPARTED,C31,PLB
348,A3,DEPARTED,C32,PLB
348,A4,DEPARTED,C33,PLB
348,A5,DEPARTED,C30,PLB
348,A6,DEPARTED,C31,PLB
348,A7,DEPARTED,C30,PLB
348,A8,DEPARTED,C31,PLB
348,A9,DEPARTED,C32,PLB
348,A10,DEPARTED,C30,PLB
349,A1,DEPARTED,C30,PLB
349,A2,DEPARTED,C31,PLB
349,A3,DEPARTED,C32,PLB
349,A4,DEPARTED,C33,PLB
349,A5,DEPARTED,C30,PLB
349,A6,DEPARTED,C31,PLB
349,A7,DEPARTED,C30,PLB
349,A8,DEPARTED,C31,PLB
349,A9,DEPARTED,C32,PLB
349,A10,DEPARTED,C30,PLB
350,A1,DEPARTED,C30,PLB
350,A2,DEPARTED,C31,PLB
350,A3,DEPARTED,C32,PLB
350,A4,DEPARTED,C33,PLB
350,A5,DEPARTED,C30,PLB
350,A6,DEPARTED,C31,PLB
350,A7,DEPARTED,C30,PLB
350,A8,DEPARTED,C31,PLB
350,A9,DEPARTED,C32,PLB
350,A10,DEPARTED,C30,PLB
351,A1,DEPARTED,C30,PLB
351,A2,DEPARTED,C31,PLB
351,A3,DEPARTED,C32,PLB
351,A4,DEPARTED,C33,PLB
351,A5,DEPARTED,C30,PLB
351,A6,DEPARTED,C31,PLB
351,A7,DEPARTED,C30,PLB
351,A8,DEPARTED,C31,PLB
351,A9,DEPARTED,C32,PLB
351,A10,DEPARTED,C30,PLB
352,A1,DEPARTED,C30,PLB
352,A2,DEPARTED,C31,PLB
352,A3,DEPARTED,C32,PLB
352,A4,DEPARTED,C33,PLB
352,A5,DEPARTED,C30,PLB
352,A6,DEPARTED,C31,PLB
352,A7,DEPARTED,C30,PLB
352,A8,DEPARTED,C31,PLB
352,A9,DEPARTED,C32,PLB
352,A10,DEPARTED,C30,PLB
353,A1,DEPARTED,C30,PLB
353,A2,DEPARTED,C31,PLB
353,A3,DEPARTED,C32,PLB
353,A4,DEPARTED,C33,PLB
353,A5,DEPARTED,C30,PLB
353,A6,DEPARTED,C31,PLB
353,A7,DEPARTED,C30,PLB
353,A8,DEPARTED,C31,PLB
353,A9,DEPARTED,C32,PLB
353,A10,DEPARTED,C30,PLB
354,A1,DEPARTED,C30,PLB
354,A2,DEPARTED,C31,PLB
354,A3,DEPARTED,C32,PLB
354,A4,DEPARTED,C33,PLB
354,A5,DEPARTED,C30,PLB
354,A6,DEPARTED,C31,PLB
354,A7,DEPARTED,C30,PLB
354,A8,DEPARTED,C31,PLB
354,A9,DEPARTED,C32,PLB
354,A10,DEPARTED,C30,PLB
355,A1,DEPARTED,C30,PLB
355,A2,DEPARTED,C31,PLB
355,A3,DEPARTED,C32,PLB
355,A4,DEPARTED,C33,PLB
355,A5,DEPARTED,C30,PLB
355,A6,DEPARTED,C31,PLB
355,A7,DEPARTED,C30,PLB
355,A8,DEPARTED,C31,PLB
355,A9,DEPARTED,C32,PLB
355,A10,DEPARTED,C30,PLB
356,A1,DEPARTED,C30,PLB
356,A2,DEPARTED,C31,PLB
356,A3,DEPARTED,C32,PLB
356,A4,DEPARTED,C33,PLB
356,A5,DEPARTED,C30,PLB
356,A6,DEPARTED,C31,PLB
356,A7,DEPARTED,C30,PLB
356,A8,DEPARTED,C31,PLB
356,A9,DEPARTED,C32,PLB
356,A10,DEPARTED,C30,PLB
357,A1,DEPARTED,C30,PLB
357,A2,DEPARTED,C31,PLB
357,A3,DEPARTED,C32,PLB
357,A4,DEPARTED,C33,PLB
357,A5,DEPARTED,C30,PLB
357,A6,DEPARTED,C31,PLB
357,A7,DEPARTED,C30,PLB
357,A8,DEPARTED,C31,PLB
357,A9,DEPARTED,C32,PLB
357,A10,DEPARTED,C30,PLB
358,A1,DEPARTED,C30,PLB
358,A2,DEPARTED,C31,PLB
358,A3,DEPARTED,C32,PLB
358,A4,DEPARTED,C33,PLB
358,A5,DEPARTED,C30,PLB
358,A6,DEPARTED,C31,PLB
358,A7,DEPARTED,C30,PLB
358,A8,DEPARTED,C31,PLB
358,A9,DEPARTED,C32,PLB
358,A10,DEPARTED,C30,PLB
359,A1,DEPARTED,C30,PLB
359,A2,DEPARTED,C31,PLB
359,A3,DEPARTED,C32,PLB
359,A4,DEPARTED,C33,PLB
359,A5,DEPARTED,C30,PLB
359,A6,DEPARTED,C31,PLB
359,A7,DEPARTED,C30,PLB
359,A8,DEPARTED,C31,PLB
359,A9,DEPARTED,C32,PLB
359,A10,DEPARTED,C30,PLB
